"","earn","height","sex","race","ed","age"
"588",42347.1664095893,70.17,"female","white",13,37
"589",20882.6809309634,65.09,"female","white",12,31
"590",13706.6343035933,64.38,"female","white",12,33
"591",24851.8480250879,64.12,"female","hispanic",16,36
"592",103274.093507014,67.05,"male","white",14,29
"593",39730.4007784177,73.13,"male","white",10,25
"594",12735.5841473359,73.06,"male","hispanic",14,25
"595",23877.3476332195,65.08,"male","other",14,25
"596",20079.3061155936,64.49,"female","white",16,44
"597",56642.756541816,66.91,"female","black",13,41
"598",63557.9760687751,66.58,"male","white",16,35
"599",46114.9940451608,74.49,"male","white",12,26
"600",24856.1676094287,62.84,"female","white",13,35
"601",31818.6236230481,74.17,"male","white",12,40
"602",4706.62072409605,73.86,"male","black",6,66
"603",2596.37371508954,63,"female","black",16,23
"604",13711.4490881715,62.37,"female","black",11,27
"605",8962.85062670136,61.96,"female","white",12,22
"606",40751.6454536098,66.75,"female","white",16,31
"607",31860.2747237421,69.1,"male","white",12,61
"608",47719.3361845415,73.1,"male","white",12,38
"609",20084.3187707433,63.03,"female","white",12,39
"610",1009.5439125996,60.19,"female","white",12,38
"611",16895.3990352936,67.24,"female","white",14,36
"612",25455.211936639,68.73,"male","white",12,23
"613",71550.4036773232,70.95,"male","white",12,33
"614",63567.3694572935,72.35,"male","white",14,58
"615",991.402309767381,62.95,"female","white",12,66
"616",39688.5905654115,70.55,"male","white",14,85
"617",31203.6566167839,63.75,"female","white",14,56
"618",28969.5085549037,64.52,"female","white",16,34
"619",11052.2685502736,68.13,"male","white",12,71
"620",47697.1018967501,74.14,"male","white",12,36
"621",29620.4026862233,62.11,"female","white",11,51
"622",40743.0231380484,64.81,"female","white",16,51
"623",1001.39285180773,66.42,"female","white",14,59
"624",10535.5109396086,59.93,"female","white",5,66
"625",111355.582492486,68.96,"male","white",18,46
"626",24855.0354935343,61.2,"female","other",16,38
"627",40753.3280697748,65.17,"female","white",17,37
"628",56670.3273867862,65.88,"female","white",16,32
"629",28615.2800070585,70.22,"male","white",16,28
"630",44568.5809689135,72.07,"male","black",15,34
"631",24860.3637743202,63.94,"female","hispanic",11,25
"632",34957.1221747868,71.36,"male","hispanic",14,32
"633",1007.21194874105,62.74,"female","white",12,33
"634",55693.8337608029,72.86,"male","white",12,34
"635",29624.8547880902,64.52,"female","black",15,50
"636",55760.7664723291,67.86,"male","white",14,41
"637",27068.2291862713,63.7,"female","black",12,25
"638",34920.5390609967,66.03,"male","black",16,41
"639",48697.0600361851,67.18,"female","white",16,62
"640",28032.2062659646,64.07,"female","hispanic",12,31
"641",40745.341702208,64.09,"female","black",14,40
"642",16899.7657635547,61.94,"female","white",12,55
"643",63679.4040953726,69.43,"male","white",12,41
"644",20859.1253422943,62.89,"female","white",12,67
"645",55622.579497519,71.29,"male","white",15,49
"646",984.500213531472,61.15,"female","hispanic",16,27
"647",166981.025077615,75.23,"male","white",12,53
"648",159024.205461937,70.35,"male","white",18,44
"649",33381.7739759541,68.61,"male","white",12,55
"650",16898.5850156759,63.93,"female","white",14,60
"651",52454.8022134593,72.05,"male","white",12,30
"652",41354.4324383427,68.64,"male","white",18,29
"653",96398.2293678427,62.95,"female","white",10,82
"654",28625.3297430993,71.44,"male","white",16,49
"655",24843.1804714277,58.97,"female","white",8,65
"656",8031.69997754504,68.31,"male","white",13,24
"657",95370.5559507232,76.73,"male","white",17,46
"658",20078.7017904862,67.96,"female","white",14,73
"659",44610.2025899329,70.28,"male","black",18,42
"660",66786.5507838122,69.29,"male","white",18,47
"661",4194.42425623004,63.43,"female","white",12,37
"662",31855.1033379246,73.14,"male","black",18,37
"663",44600.1770620232,66.41,"male","other",15,44
"664",15997.5455999182,72.1,"male","black",17,66
"665",69.6914927913448,65.97,"male","white",16,69
"666",49365.2190022763,72.29,"male","black",12,35
"667",28014.3209098335,69.15,"female","black",13,41
"668",26427.6756161573,67.11,"female","white",12,43
"669",56644.6466978089,65.88,"female","white",15,42
"670",5775.40581158023,67.13,"female","white",12,30
"671",26443.0930466471,68.29,"female","white",18,43
"672",56659.1888329205,64.77,"female","black",15,46
"673",43928.4164617031,62.55,"female","black",17,37
"674",39716.9277091473,68.99,"male","white",17,33
"675",1013.14945943267,62.04,"female","white",14,82
"676",63549.4462474664,70.38,"male","white",16,45
"677",72559.7829905608,66.23,"female","white",16,47
"678",22225.1108881337,65.96,"male","white",12,27
"679",40739.3407716587,66.04,"female","white",14,41
"680",63629.7998156167,71.66,"male","white",12,46
"681",54097.4886990852,68.61,"male","white",12,39
"682",63563.485216593,65.94,"male","white",12,38
"683",55702.3014545118,69.1,"male","white",14,32
"684",20079.0535040621,59.9,"female","hispanic",12,55
"685",48710.9197381887,64.89,"female","white",17,47
"686",37562.0541780795,61.81,"female","white",12,44
"687",4169.61756189437,66.73,"female","white",12,34
"688",31923.2309000489,67.11,"male","white",14,29
"689",16911.0248263552,68.29,"female","black",9,66
"690",996.67215235483,64.96,"female","black",6,71
"691",96404.2353809042,65.97,"female","black",16,47
"692",19051.340409669,74.3,"male","black",16,45
"693",40745.0728919601,65.19,"female","white",18,65
"694",35966.4027951844,62.73,"female","black",14,77
"695",998.612844261211,61.64,"female","white",12,42
"696",12787.9070555997,67.82,"male","white",17,29
"697",4195.33627740169,65.65,"female","white",16,25
"698",30577.5151842098,64.93,"female","white",16,30
"699",32797.7152048203,62.44,"female","white",14,24
"700",158979.09115076,72.74,"male","white",18,41
"701",80508.0900964618,61.91,"female","white",15,44
"702",42906.4330216585,69.7,"male","white",12,46
"703",2609.64069289783,57.34,"female","black",12,62
"704",28564.2913953672,67.72,"male","white",12,24
"705",28025.9975550003,66.98,"female","white",14,27
"706",16886.8514579247,64.44,"female","white",12,78
"707",22206.6211632941,69.86,"male","white",14,39
"708",11491.8443763099,72.53,"male","white",14,70
"709",1023.98892050724,62.99,"female","other",8,56
"710",53464.7050486639,63.3,"female","white",17,43
"711",36578.6173669224,65.62,"male","white",12,38
"712",16888.7393946248,64.78,"female","white",12,45
"713",34939.3171908471,61.12,"male","white",12,28
"714",21659.5418912689,60.56,"female","hispanic",12,23
"715",53459.7469784682,66.74,"female","white",12,35
"716",57150.2428716162,72.79,"male","white",12,40
"717",16898.6413084924,71.17,"female","black",14,36
"718",10547.8916527515,64.19,"female","white",12,64
"719",20090.3525656537,67.44,"female","white",12,47
"720",16900.9336464029,61.76,"female","white",11,51
"721",34400.7901688741,67.26,"female","white",12,49
"722",41363.6776236564,69.02,"male","white",12,36
"723",35991.8855411288,65.97,"female","black",12,54
"724",37571.3742815177,65.72,"female","black",15,58
"725",31883.2552493761,66.22,"male","white",15,28
"726",16910.1847964277,65.99,"female","white",13,42
"727",24824.3894868874,63.89,"female","white",12,75
"728",11207.8912675841,71.87,"male","black",14,28
"729",24859.4210423322,63.83,"female","white",12,42
"730",987.477982853054,64.33,"female","white",12,64
"731",42339.8421394851,64.83,"female","white",16,38
"732",15961.4273011639,71.79,"male","white",11,35
"733",982.925263925835,63.12,"female","white",8,61
"734",4753.87988315343,71.2,"male","white",14,24
"735",43913.668813905,63.72,"female","hispanic",17,45
"736",45521.6194017236,64,"female","white",17,29
"737",24848.1063279448,66.95,"female","white",12,31
"738",87473.4075168657,75.04,"male","white",18,34
"739",32823.4149412493,65.68,"female","hispanic",17,30
"740",14525.0653532774,67.11,"female","white",12,48
"741",999.7960302637,68.09,"female","white",12,62
"742",47682.5461562175,71.41,"male","white",16,34
"743",1002.43982783669,61.88,"female","white",12,70
"744",32801.265467448,67.96,"female","white",12,35
"745",34947.9182367206,69.77,"male","white",6,79
"746",39823.374123275,67.17,"male","white",16,30
"747",977.095394374498,63.77,"female","white",16,66
"748",4758.44302121065,70.99,"male","white",8,26
"749",26437.6534741544,62.96,"female","white",12,53
"750",1012.99331167704,64.14,"female","white",12,61
"751",16878.8349959772,60.61,"female","black",12,43
"752",24854.9424481381,65.34,"female","black",12,32
"753",44513.8048948285,66.96,"male","white",12,50
"754",50014.1224657651,65.18,"male","white",14,39
"755",150967.87829962,66.3,"male","white",18,56
"756",60411.7997400031,66.64,"male","white",12,44
"757",47660.9252116808,73.89,"male","white",12,45
"758",57055.5653429877,73.95,"male","white",16,46
"759",20096.2174172541,66.07,"female","white",13,26
"760",16908.8113233328,69.12,"female","white",16,29
"761",72543.836019343,66.05,"female","white",18,48
"762",63581.3456537451,74.27,"male","white",16,60
"763",34293.320938979,71.96,"male","white",12,31
"764",22149.5427565164,66.26,"male","white",12,66
"765",60492.1212305534,67.04,"male","other",17,58
"766",2581.8704016655,64.79,"female","white",12,22
"767",22241.3709490266,65.29,"male","white",12,77
"768",24837.2986927913,64.98,"female","white",12,35
"769",1017.15996053443,62.58,"female","hispanic",12,67
"770",39167.7457051747,68.21,"female","white",13,46
"771",8161.62386130716,64.15,"female","white",16,27
"772",29627.8442660978,63.68,"female","white",16,67
"773",23260.5391564021,63.15,"female","white",12,24
"774",16903.3551430115,69.06,"female","white",12,32
"775",16108.242172076,66.91,"female","white",12,36
"776",18516.6837641757,63.1,"female","white",15,70
"777",27100.834976173,66.96,"male","white",12,71
"778",10559.4810739797,60.23,"female","white",13,32
"779",4972.0353918892,62.24,"female","white",11,62
"780",63505.6743924597,71.88,"male","white",16,45
"781",996.561743690155,67.74,"female","white",14,39
"782",39706.4175846121,66.88,"male","white",16,43
"783",45523.4974026761,66,"female","black",15,64
"784",53471.4323638042,66.07,"female","black",12,49
"785",7370.75164242468,59.64,"female","white",8,68
"786",981.628981126362,67.19,"female","white",12,33
"787",6528.93768232502,65.47,"male","white",16,34
"788",40752.142789777,69.11,"female","white",12,86
"789",50863.956748591,72.15,"male","white",12,32
"790",21674.3140627863,63.41,"female","white",8,62
"791",12698.1310972785,63.81,"male","hispanic",8,31
"792",987.960796526986,61.66,"female","other",17,30
"793",993.15806525758,64.93,"female","white",13,60
"794",28035.9398261196,64.08,"female","white",12,42
"795",24847.9216110984,67.41,"female","white",12,81
"796",28590.2219778065,65.71,"male","white",13,36
"797",19119.2497606979,73.4,"male","white",12,28
"798",11062.216631806,73.87,"male","white",7,53
"799",1006.76154115774,65.63,"female","white",12,28
"800",2909.93805759301,65.08,"female","white",14,26
"802",1000.22150357482,64.09,"female","white",12,22
"803",22329.158952236,62.91,"male","white",12,25
"804",28028.8492187587,62.85,"female","white",12,44
"805",47765.3406387636,66.04,"male","white",12,46
"806",66.5428358774727,72.38,"male","white",10,67
"807",39678.5326981348,70.12,"male","white",12,57
"808",35978.7787242601,66.07,"female","hispanic",12,37
"809",24857.016024841,62.92,"female","white",12,25
"810",42963.3620053351,72.94,"male","white",12,95
"811",32796.4245622424,63.26,"female","white",16,30
"812",15292.2967766704,68.74,"female","white",11,38
"813",994.593757949998,66.3,"female","white",14,28
"814",27055.6866263278,72.35,"male","white",12,34
"815",3843.76286582021,67.86,"female","white",12,50
"816",29620.1650898871,64.07,"female","white",12,50
"817",40742.5641452661,63.38,"female","white",18,46
"818",31844.6518626703,70.34,"male","black",16,45
"819",120240.278171623,63.8,"female","white",15,44
"820",6555.89914734581,66.3,"female","white",12,44
"821",58227.6431745198,60.76,"female","white",12,75
"822",47685.7793442066,72.2,"male","white",12,29
"823",40734.3058021157,64.77,"female","white",13,82
"824",2593.55740323646,63.79,"female","white",14,30
"825",95457.421242717,67.82,"male","white",12,70
"826",55645.5778949582,73.86,"male","white",13,80
"827",14214.3087953851,67.14,"male","white",13,37
"828",55712.3484320936,70.13,"male","white",9,88
"829",18488.0224412708,66.21,"female","white",10,62
"830",19131.3555361695,70.93,"male","white",12,56
"831",47724.5834057795,70.96,"male","white",12,47
"832",30251.8926549142,71.1,"male","black",7,61
"833",14176.3872529867,73.37,"male","white",9,65
"834",47779.8599237978,75.01,"male","white",16,33
"835",988.016236486753,62.18,"female","white",12,37
"836",14300.4605801796,71.72,"male","white",12,36
"837",24859.7960733726,65.36,"female","hispanic",16,34
"838",13712.5235224073,64.8,"female","black",12,35
"839",16884.77431914,65.91,"female","white",10,79
"840",52499.2752680738,72.14,"male","white",12,41
"841",20095.9029830232,59.98,"female","hispanic",12,32
"842",29623.7009005662,64.12,"female","white",15,41
"843",48698.5250501847,65,"female","white",13,65
"844",20884.8217696475,64.94,"female","white",12,36
"845",16892.8740662929,62.1,"female","black",12,40
"846",13622.6093393889,67.76,"male","black",13,75
"847",33357.2798994404,72.91,"male","black",14,50
"848",1003.35472447434,62.98,"female","white",12,33
"849",34397.6269652435,63.58,"female","white",12,81
"850",1000.47251325349,65.81,"female","white",13,28
"851",34389.1320382317,67.92,"female","white",17,29
"852",1003.70654303727,63.1,"female","white",13,43
"853",8951.3872765461,65.83,"female","white",12,56
"854",35977.614797689,70.85,"female","white",17,40
"855",47746.0565649852,72.99,"male","white",14,30
"856",1010.22903182616,64.17,"female","white",12,32
"857",196568.589166955,61.32,"female","white",14,62
"858",13720.6740585699,62.68,"female","white",9,49
"859",1012.3586518629,63.12,"female","white",9,58
"860",994.513680698742,61.78,"female","white",8,60
"861",4180.54604546177,64.29,"female","white",9,29
"862",13080.2480579603,67.15,"female","white",6,66
"863",1002.02384296223,66.59,"female","white",12,22
"864",992.171547840471,60.73,"female","white",18,49
"865",16908.1568753555,63.28,"female","white",12,29
"866",55636.6222369252,73.11,"male","white",12,52
"867",24852.5097234656,66.06,"female","white",16,61
"868",7368.26610617647,70.2,"female","white",12,26
"869",25499.5396603811,68.08,"male","white",8,28
"870",1314.20587405782,66.84,"female","white",12,37
"871",36623.3121917525,74.3,"male","white",16,29
"872",26425.9974604264,64.28,"female","white",16,31
"873",982.107472627729,61.11,"female","white",12,31
"874",996.918499717436,66.34,"female","white",12,56
"875",10560.7163277053,59.71,"female","white",12,53
"876",1939.87257570583,59.32,"female","white",9,50
"877",995.580464467877,62.15,"female","black",16,40
"878",996.243150686733,61.78,"female","black",14,65
"879",1003.80414608848,61.56,"female","white",12,29
"880",44447.4099566408,74.83,"male","other",16,38
"881",7371.86019531202,65.92,"female","white",8,70
"882",23907.5056799262,64.37,"male","white",12,39
"883",23797.7513516587,71.15,"male","white",12,29
"884",999.242958614164,60.96,"female","white",10,39
"885",40757.5684534422,63.02,"female","white",12,34
"886",24847.4599106837,67.2,"female","white",12,30
"887",63548.3136161029,69.24,"male","white",11,48
"888",47707.0118820173,69.64,"male","white",11,55
"889",8960.2545578515,66.11,"female","white",12,33
"890",55645.6818546773,73.98,"male","white",14,38
"891",26447.0035703518,65.03,"female","white",14,35
"892",45509.8650510557,63.49,"female","white",16,44
"893",31750.6770282697,68.1,"male","white",15,46
"894",33347.263714708,66.19,"male","white",13,34
"895",27048.7526856383,69.33,"male","black",12,46
"896",39167.6226009284,59.75,"female","white",13,54
"897",40742.7691523491,60.61,"female","white",12,79
"898",63566.2328416663,74.98,"male","white",12,50
"899",998.767187740165,63.01,"female","hispanic",9,27
"901",993.102442046512,66.14,"female","white",16,67
"902",13718.6298924513,63.71,"female","white",13,23
"903",31214.718656156,63.03,"female","hispanic",15,49
"904",72540.167389067,66.94,"female","white",16,73
"905",7847.48828249529,64.33,"male","black",17,37
"907",39165.6797373926,62.96,"female","black",14,44
"908",8939.87426566371,67.04,"female","white",14,23
"909",52519.6301914733,66.08,"male","white",16,38
"910",39148.2239673475,64.56,"female","white",14,28
"911",10524.3333363139,63.36,"female","white",13,27
"912",144086.409334098,65.88,"female","white",14,59
"913",980.298999532855,64.16,"female","white",16,49
"914",91628.4462828987,64.19,"female","white",18,51
"915",21922.3163311986,70.93,"male","white",14,58
"916",47648.579482433,70.72,"male","white",18,41
"917",23809.4477379481,71.85,"male","white",12,44
"918",24860.6466090689,59.96,"female","white",14,79
"919",49236.364512364,69.77,"male","white",12,33
"920",52421.8265274802,73.93,"male","white",17,44
"921",47707.8481763399,67.96,"male","white",18,65
"922",19150.3369351537,74.1,"male","white",12,42
"923",8012.3490716726,74.88,"male","white",12,26
"924",33388.2987658794,67.89,"male","white",12,63
"925",45529.9389713226,62.98,"female","white",18,50
"926",19031.9000979283,71.81,"male","white",12,35
"927",31207.4749542588,63.68,"female","white",12,50
"928",10557.2030414009,63.04,"female","white",14,39
"929",9431.11526131584,66.18,"female","white",13,64
"930",24852.9189798823,60.98,"female","white",13,32
"931",997.248534885182,61.73,"female","white",12,33
"932",27009.5096925429,72.76,"male","white",12,50
"933",8466.49445018308,66.1,"female","black",12,82
"934",1007.99494108658,68.26,"female","white",12,22
"935",16124.9628676755,62.28,"female","white",12,69
"936",2634.96424437502,65.16,"male","white",12,26
"937",990.082696774432,63.19,"female","white",14,47
"938",9576.38819748704,62.32,"female","white",12,35
"939",15892.2091978625,68.15,"male","white",12,35
"940",40744.8747647464,59.15,"female","white",15,87
"941",998.925444353651,62.21,"female","white",12,43
"942",1013.52477383429,64.5,"female","white",9,67
"943",56656.301330095,68.12,"female","white",16,47
"944",45523.58050729,62.53,"female","white",18,48
"945",67762.2226156826,63.24,"female","white",12,44
"946",71609.0662816366,67.85,"male","white",12,62
"947",88453.5952587809,63.83,"female","white",12,55
"948",58228.0853639499,69.89,"female","white",16,34
"949",39858.0562950258,69.96,"male","white",10,35
"950",30161.9293463618,72.16,"male","white",12,32
"951",60431.9169106581,69.34,"male","white",11,54
"952",24850.196030533,63.19,"female","white",14,41
"953",8162.68267176858,58.09,"female","white",5,89
"954",153635.749804599,62.98,"female","white",14,31
"955",18497.9558645746,63.11,"female","white",12,51
"956",14306.4307247277,72.86,"male","white",15,38
"957",8945.55105069553,68.91,"female","white",14,28
"958",79540.6463287231,69.52,"male","white",12,55
"959",1007.91101944059,65.89,"female","white",12,63
"960",984.047256808445,65.91,"female","white",16,66
"961",10537.4648191351,64.96,"female","white",13,48
"962",158930.467358879,72.38,"male","white",13,26
"963",27220.0059304223,62.05,"female","white",13,50
"965",50877.7761685217,71.69,"male","white",14,44
"966",47709.3292637674,73.13,"male","white",18,45
"967",16906.6360987587,68.19,"female","white",16,46
"968",1002.15389694231,63.62,"female","white",12,39
"969",24875.871655644,65.8,"female","white",12,23
"970",11339.3623934459,59.92,"female","white",8,87
"971",42345.881829433,60.31,"female","white",18,67
"972",28003.467467509,65.03,"female","white",12,63
"973",35979.2002268293,62.73,"female","other",18,63
"974",16904.9984512194,64.38,"female","white",12,45
"975",79523.4868411869,70.81,"male","white",14,62
"976",31790.3006737847,67.43,"male","white",12,39
"977",1002.45371064789,66.78,"female","white",13,63
"978",1641.84246580928,62.86,"female","white",12,35
"979",26433.7795557355,64.82,"female","white",14,63
"980",16876.3917770673,65.85,"female","white",12,70
"981",23262.3062737323,63.38,"female","white",13,62
"982",8935.22287731831,65.04,"female","white",15,24
"983",63570.4143675579,73.88,"male","white",16,38
"984",8930.78455644505,67.27,"female","white",13,59
"985",40751.7835298215,67.65,"female","white",17,51
"986",20091.5964444871,65.17,"female","white",12,55
"987",93232.672427805,63.72,"female","white",16,38
"988",29632.3100863834,67.94,"female","white",16,30
"989",1578.5428138958,64.53,"male","white",12,22
"990",33433.936468524,72.24,"male","white",17,51
"991",17505.4454560322,65.73,"male","black",12,66
"992",21663.0043154502,63.69,"female","white",12,40
"993",991.995620972514,63.63,"female","white",12,57
"994",32809.6326770138,59.61,"female","other",16,92
"995",39829.3235077431,72.52,"male","black",12,39
"996",1945.44501302122,63.78,"female","white",12,47
"997",39693.929061593,67.03,"male","black",14,30
"998",57292.9968450935,68,"male","white",12,32
"999",24854.1042055616,64.02,"female","other",13,37
"1000",6566.2571368786,66.16,"female","white",12,55
"1001",31215.7499939053,64.55,"female","white",16,38
"1002",98558.7781026767,70.02,"male","white",14,58
"1003",39773.2440613475,69.94,"male","white",12,46
"1004",79507.9870618854,65.79,"male","white",12,56
"1005",1002.60049928122,64.24,"female","white",12,32
"1006",1001.6664823116,66.3,"female","white",13,30
"1007",63533.3407303505,66.06,"male","white",12,65
"1008",41283.509070804,74.15,"male","white",18,30
"1009",35981.5108645561,62.35,"female","white",12,52
"1010",34393.3511714037,65.53,"female","white",17,43
"1011",10719.1973744773,61.53,"female","white",12,69
"1012",48700.4850032987,64.8,"female","black",18,68
"1013",10526.1893318709,63.02,"female","white",12,82
"1014",42872.2640087328,71.38,"male","white",16,33
"1015",7378.63016606156,66.01,"female","white",16,46
"1016",8026.64579441285,62.04,"female","other",6,76
"1017",999.878661556705,61.82,"female","white",12,80
"1018",8942.80671590728,62.97,"female","white",10,91
"1019",1020.85471771991,64.72,"female","white",9,79
"1020",71538.2893319736,67.4,"male","white",18,44
"1021",29637.2679715432,60.78,"female","white",14,49
"1022",10538.7447239525,65.8,"female","white",15,26
"1023",988.161628283781,61.2,"female","white",12,53
"1024",22252.8993931606,71.68,"male","white",12,28
"1025",56644.8967699588,69.27,"female","white",14,28
"1026",24852.1695267614,64.25,"female","white",16,33
"1027",20074.4189766833,62.75,"female","black",12,33
"1028",2600.43525202508,60.24,"female","white",12,51
"1029",50832.9187815009,69.42,"male","black",15,37
"1030",2396.14778671762,73.13,"male","white",12,23
"1031",5768.44503437889,65.09,"female","black",16,27
"1032",56642.4364407088,63.69,"female","white",12,46
"1033",990.807712176254,63.03,"female","white",12,49
"1034",998.671567646385,62.86,"female","white",16,33
"1035",111205.855063134,72.18,"male","white",15,52
"1036",34399.7622930359,66.98,"female","white",16,32
"1037",79576.5419400654,68.85,"male","white",11,22
"1038",23824.410492409,70.75,"male","white",9,25
"1041",15316.9897842259,65.87,"female","black",8,39
"1042",16906.2841715607,63.17,"female","black",14,29
"1043",1013.91240595871,65.3,"female","white",12,64
"1044",47740.831040028,70.88,"male","white",12,51
"1045",25452.1338955757,72.11,"male","white",14,25
"1046",31876.5784243398,67.72,"male","white",12,55
"1047",1003.37176812386,63.82,"female","white",12,49
"1048",158996.080700412,71.83,"male","white",17,58
"1049",16889.9869050085,65.61,"female","white",12,47
"1050",55635.3843796645,66.11,"male","white",14,67
"1051",12115.9173222928,64.71,"female","white",16,35
"1052",1007.2504839221,65,"female","white",12,66
"1053",1010.4634170377,66.17,"female","white",12,56
"1054",991.124467831543,64.87,"female","white",11,42
"1055",12721.3377336341,71.39,"male","black",14,31
"1056",17477.4743066582,74.38,"male","white",10,54
"1057",39764.5300001007,69.77,"male","white",9,51
"1058",40740.013906102,63.82,"female","white",14,49
"1059",47770.8224810453,69,"male","white",14,52
"1060",25.5073793326888,66.02,"male","white",12,30
"1061",77311.9389631547,62.62,"female","white",18,38
"1062",28041.3399828982,68.02,"female","white",12,50
"1063",1005.83847378064,70.7,"female","white",8,74
"1064",41433.6591116814,72.86,"male","white",16,28
"1065",16896.3080934012,63.35,"female","white",12,65
"1066",995.746579569306,65.19,"female","white",11,61
"1067",95351.2060008194,71.05,"male","white",18,57
"1068",35978.3615194746,65.36,"female","white",18,33
"1069",10861.0922840824,64.03,"female","white",13,87
"1070",39168.2941872203,65.22,"female","white",16,36
"1071",31789.2198043854,71.41,"male","white",14,44
"1072",12137.2448273531,69.85,"female","white",14,34
"1074",48688.9297482258,67.71,"female","black",16,52
"1075",37563.434273142,65.88,"female","white",18,32
"1076",32821.1936901775,63.71,"female","white",12,44
"1077",5780.073674992,66.19,"female","white",16,33
"1078",999.631035696323,62.82,"female","white",12,35
"1079",47782.6325430195,70.35,"male","white",16,45
"1080",20075.6765540308,64.23,"female","white",14,27
"1081",993.395992495505,66.15,"female","white",7,45
"1082",1025.01290254845,63.26,"female","white",10,41
"1083",63513.1027353022,71.25,"male","white",12,42
"1084",24859.9457977036,64.02,"female","white",14,27
"1085",58225.6117358599,62.42,"female","white",16,49
"1086",16889.6611198725,65.5,"female","white",12,57
"1087",995.554489598849,63.08,"female","white",11,69
"1088",21669.2484450363,67.98,"female","white",14,52
"1089",1009.76704604544,64.88,"female","white",12,63
"1090",1010.98136569577,60.61,"female","white",14,45
"1091",16894.2835398117,61.77,"female","black",12,31
"1092",47695.1950625972,68.89,"male","black",12,41
"1093",36593.6932422507,64.16,"male","white",13,36
"1094",31833.0641657761,69.63,"male","white",17,72
"1095",31216.472797982,64.6,"female","white",13,86
"1096",31818.0117641456,61.21,"male","black",11,70
"1097",44466.4806466349,63.44,"male","black",14,67
"1098",21681.934597577,65.14,"female","white",10,84
"1099",19119.584235378,63.61,"male","white",12,79
"1100",31760.3097497459,69.06,"male","white",11,27
"1101",39789.4734194548,73.88,"male","white",12,34
"1102",40735.5821116565,67.8,"female","white",13,56
"1103",1004.34436591698,67.65,"female","white",12,38
"1104",1014.45045553044,64.91,"female","white",14,45
"1105",29620.997007219,66.87,"female","white",16,44
"1106",988.565070198681,64.71,"female","white",12,22
"1107",995.374617537821,64.18,"female","white",18,50
"1108",10529.7506464015,62.09,"female","white",10,72
"1109",25427.4001595129,72.05,"male","white",13,27
"1110",71514.3289230531,73.05,"male","white",16,42
"1111",39806.8521692602,69.94,"male","white",14,73
"1112",20073.7156480621,63.99,"female","white",14,42
"1113",4160.53105497259,67.87,"female","white",12,22
"1114",16890.6172628713,62.86,"female","white",12,22
"1115",22286.8004109747,71.18,"male","white",12,40
"1116",24852.3361979281,64.41,"female","white",12,35
"1117",995.172315021961,67.35,"female","white",11,41
"1118",16901.8264738142,59.77,"female","white",12,43
"1119",2919.12600531874,65.51,"female","white",4,68
"1120",24850.8308644127,59.01,"female","white",14,66
"1121",16900.745158091,62.86,"female","white",13,68
"1122",3163.02291068586,66.3,"male","white",12,22
"1123",1006.01762644208,66.21,"female","white",12,39
"1124",7365.5038036505,64.7,"female","white",13,37
"1125",16894.0221460191,63.96,"female","white",14,36
"1126",3393.78999839327,65.78,"female","white",12,27
"1127",28624.1716370336,66.33,"male","hispanic",17,30
"1128",6396.29858419505,72.99,"male","white",15,28
"1129",44524.6055045838,71.76,"male","white",16,30
"1130",16913.9983227796,74.3,"female","white",14,26
"1131",5772.98208580172,65.06,"female","white",16,26
"1132",999.23673707007,63.53,"female","white",14,35
"1133",19020.2126342116,71.06,"male","white",12,25
"1134",31197.9028766208,68.08,"female","white",13,49
"1135",1008.02183926421,61.35,"female","white",12,37
"1136",57262.115767785,69.77,"male","white",16,43
"1137",12154.012468166,64.19,"female","white",16,63
"1138",56655.8520466265,59.16,"female","white",11,38
"1139",63508.2745013848,68.27,"male","white",18,47
"1140",23896.1225958883,68.31,"male","white",14,29
"1141",13717.6657412768,69.24,"female","white",13,47
"1142",40744.0142293539,69.02,"female","white",14,59
"1143",44511.8388677947,75.02,"male","white",18,42
"1144",35056.1897433602,68.75,"male","white",14,39
"1145",34166.1588166956,72.1,"male","black",13,28
"1146",5771.77114883749,68.35,"female","white",12,27
"1147",36577.5114386126,71.74,"male","white",13,32
"1148",28718.2050356153,71.88,"male","white",12,77
"1149",31709.3453051173,66.61,"male","white",16,75
"1150",26432.0238638548,63.23,"female","hispanic",12,50
"1151",23817.843746481,68.62,"male","white",12,30
"1152",85268.6446916847,62.85,"female","hispanic",17,36
"1153",41349.9483732802,71.99,"male","white",12,31
"1154",7364.53214004544,64.81,"female","other",12,32
"1155",15809.0448761028,72.98,"male","white",16,63
"1156",68330.0291746917,69.06,"male","white",12,55
"1157",27130.7019128214,69.07,"male","other",14,37
"1158",7363.69743087666,60.66,"female","hispanic",12,42
"1159",79485.8854920863,72.8,"male","white",15,52
"1160",88456.4731995184,67.03,"female","white",18,55
"1161",45507.9788477399,62.91,"female","white",16,45
"1162",998.429683373758,66.09,"female","white",12,52
"1163",8951.01665799154,61.87,"female","white",14,52
"1164",29614.9483149486,65.05,"female","white",13,53
"1165",33385.6491294888,71.65,"male","hispanic",15,66
"1166",20085.6872462914,66.91,"female","white",12,37
"1167",53481.8611190695,65.46,"female","hispanic",16,66
"1168",79582.9722445708,71.73,"male","hispanic",13,68
"1169",10543.0059825721,65.35,"female","hispanic",9,78
"1170",26433.4457319253,63.98,"female","white",14,63
"1171",55665.7385965739,67.76,"male","white",12,54
